key	reg	target	all.pearson	all.pearson.pvalue	nonresp.pearson	nonresp.pearson.pvalue	respond.pearson	respond.pearson.pvalue	all.spearman	all.spearman.pvalue	nonresp.spearman	nonresp.spearman.pvalue	respond.spearman	respond.spearman.pvalue	support	chip.evidence	num.chip.peaks	all.weights	nonresp.weights	respond.weights
CD99||ARID4B	ARID4B	CD99	-0.196425410295695	0.0308242662527283	-0.196425410295695	0.0308242662527283	-0.196425410295695	0.0308242662527283	-0.174575378491896	0.0554759500002762	-0.174575378491896	0.0554759500002762	-0.174575378491896	0.0554759500002762	0	0	0	0	0	0
CDH5||ARID4B	ARID4B	CDH5	-0.247727969574048	0.00615212798629058	-0.247727969574048	0.00615212798629058	-0.247727969574048	0.00615212798629058	-0.129966332247204	0.155367959405845	-0.129966332247204	0.155367959405845	-0.129966332247204	0.155367959405845	0	0	0	0	0	0
CDK2AP1||ARID4B	ARID4B	CDK2AP1	-0.076910550230308	0.401762695047247	-0.076910550230308	0.401762695047247	-0.076910550230308	0.401762695047247	0.0237673864853789	0.795817303607431	0.0237673864853789	0.795817303607431	0.0237673864853789	0.795817303607431	0	0	0	0	0	0
CHST1||ARID4B	ARID4B	CHST1	-0.295087041895642	0.00101711286490628	-0.295087041895642	0.00101711286490628	-0.295087041895642	0.00101711286490628	-0.221956523211782	0.0144138881136235	-0.221956523211782	0.0144138881136235	-0.221956523211782	0.0144138881136235	0	0	0	0	0	0
CLDN5||ARID4B	ARID4B	CLDN5	-0.31252199966014	0.000483206329592998	-0.31252199966014	0.000483206329592998	-0.31252199966014	0.000483206329592998	-0.226447047986152	0.0125038974497825	-0.226447047986152	0.0125038974497825	-0.226447047986152	0.0125038974497825	0	0	0	0	0	0
CLEC1A||ARID4B	ARID4B	CLEC1A	-0.175388103450503	0.0543312617275891	-0.175388103450503	0.0543312617275891	-0.175388103450503	0.0543312617275891	-0.141740124476261	0.120950108418045	-0.141740124476261	0.120950108418045	-0.141740124476261	0.120950108418045	0	0	0	0	0	0
COX4I2||ARID4B	ARID4B	COX4I2	-0.261453249753954	0.00377115065337057	-0.261453249753954	0.00377115065337057	-0.261453249753954	0.00377115065337057	-0.246046840097427	0.00652080132658678	-0.246046840097427	0.00652080132658678	-0.246046840097427	0.00652080132658678	0	0	0	0	0	0
CRTAP||ARID4B	ARID4B	CRTAP	-0.223555209825814	0.0137066271945101	-0.223555209825814	0.0137066271945101	-0.223555209825814	0.0137066271945101	-0.100483338865593	0.272806795164455	-0.100483338865593	0.272806795164455	-0.100483338865593	0.272806795164455	0	0	0	0	0	0
CXorf36||ARID4B	ARID4B	CXorf36	-0.255723132994647	0.00464046764569147	-0.255723132994647	0.00464046764569147	-0.255723132994647	0.00464046764569147	-0.137831173493927	0.131654236547772	-0.137831173493927	0.131654236547772	-0.137831173493927	0.131654236547772	0	0	0	0	0	0.440600614365966
CYYR1||ARID4B	ARID4B	CYYR1	-0.284707863510489	0.00155056923665826	-0.284707863510489	0.00155056923665826	-0.284707863510489	0.00155056923665826	-0.153609708761103	0.0925365099467434	-0.153609708761103	0.0925365099467434	-0.153609708761103	0.0925365099467434	0	0	0	0	0	0
DHH||ARID4B	ARID4B	DHH	-0.162626272143851	0.074715916396599	-0.162626272143851	0.074715916396599	-0.162626272143851	0.074715916396599	-0.057013324843008	0.534505981957017	-0.057013324843008	0.534505981957017	-0.057013324843008	0.534505981957017	0	0	0	0	0	0
DLL4||ARID4B	ARID4B	DLL4	-0.239305783041907	0.00820377202152128	-0.239305783041907	0.00820377202152128	-0.239305783041907	0.00820377202152128	-0.165405537227593	0.0698187131163965	-0.165405537227593	0.0698187131163965	-0.165405537227593	0.0698187131163965	0	0	0	0	0	0
DNAJB11||ARID4B	ARID4B	DNAJB11	-0.0682897983158735	0.456719262011096	-0.0682897983158735	0.456719262011096	-0.0682897983158735	0.456719262011096	-0.054755824114782	0.550834702641251	-0.054755824114782	0.550834702641251	-0.054755824114782	0.550834702641251	0	0	0	0	0	0
DPEP1||ARID4B	ARID4B	DPEP1	-0.271215466037303	0.00262098287444163	-0.271215466037303	0.00262098287444163	-0.271215466037303	0.00262098287444163	-0.204238268383312	0.0246373442141846	-0.204238268383312	0.0246373442141846	-0.204238268383312	0.0246373442141846	0	0	0	0	0	0
ECSCR||ARID4B	ARID4B	ECSCR	-0.266589516844576	0.00311929187763529	-0.266589516844576	0.00311929187763529	-0.266589516844576	0.00311929187763529	-0.178428745871986	0.0502199080880678	-0.178428745871986	0.0502199080880678	-0.178428745871986	0.0502199080880678	0	0	0	0	0	0
EDNRB||ARID4B	ARID4B	EDNRB	-0.0649527429388161	0.479062145361992	-0.0649527429388161	0.479062145361992	-0.0649527429388161	0.479062145361992	0.0197027149237255	0.830156369926902	0.0197027149237255	0.830156369926902	0.0197027149237255	0.830156369926902	0	0	0	0	0	0
EFNB2||ARID4B	ARID4B	EFNB2	-0.0193474630651825	0.833173887672697	-0.0193474630651825	0.833173887672697	-0.0193474630651825	0.833173887672697	0.0464437286404528	0.612961134184224	0.0464437286404528	0.612961134184224	0.0464437286404528	0.612961134184224	0	0	0	0	0	0
EGFL7||ARID4B	ARID4B	EGFL7	-0.321849546415072	0.000318372932895836	-0.321849546415072	0.000318372932895836	-0.321849546415072	0.000318372932895836	-0.316289514598463	0.000408930872433085	-0.316289514598463	0.000408930872433085	-0.316289514598463	0.000408930872433085	0	0	0	0	0	0
EIF5B||ARID4B	ARID4B	EIF5B	-0.177932783137302	0.0508723820235722	-0.177932783137302	0.0508723820235722	-0.177932783137302	0.0508723820235722	-0.191569823566573	0.0352972952251004	-0.191569823566573	0.0352972952251004	-0.191569823566573	0.0352972952251004	0	0	0	0	0	0
ESM1||ARID4B	ARID4B	ESM1	-0.0822941389595722	0.369525521596429	-0.0822941389595722	0.369525521596429	-0.0822941389595722	0.369525521596429	0.0230000880645445	0.802271889758866	0.0230000880645445	0.802271889758866	0.0230000880645445	0.802271889758866	0	0	0	0	0	0
EXOC3L1||ARID4B	ARID4B	EXOC3L1	-0.383375800771083	1.42227472798542e-05	-0.383375800771083	1.42227472798542e-05	-0.383375800771083	1.42227472798542e-05	-0.327968743914289	0.0002403565172144	-0.327968743914289	0.0002403565172144	-0.327968743914289	0.0002403565172144	0	0	0	0	0.635431453193051	0
EXOC3L2||ARID4B	ARID4B	EXOC3L2	-0.352741658170879	7.24131218116149e-05	-0.352741658170879	7.24131218116149e-05	-0.352741658170879	7.24131218116149e-05	-0.305130098429064	0.00066619826136975	-0.305130098429064	0.00066619826136975	-0.305130098429064	0.00066619826136975	0	0	0	0	0	0
F2RL3||ARID4B	ARID4B	F2RL3	-0.0894478615544597	0.329227654819862	-0.0894478615544597	0.329227654819862	-0.0894478615544597	0.329227654819862	-0.0458409825293492	0.617582650688753	-0.0458409825293492	0.617582650688753	-0.0458409825293492	0.617582650688753	0	0	0	0	0	0
FAM109B||ARID4B	ARID4B	FAM109B	-0.133132206469115	0.145464015184195	-0.133132206469115	0.145464015184195	-0.133132206469115	0.145464015184195	0.0315406553356953	0.73127396932711	0.0315406553356953	0.73127396932711	0.0315406553356953	0.73127396932711	0	0	0	0	0	0
FAM110D||ARID4B	ARID4B	FAM110D	-0.29217089067445	0.00114686010954457	-0.29217089067445	0.00114686010954457	-0.29217089067445	0.00114686010954457	-0.227957688518069	0.0119131060314034	-0.227957688518069	0.0119131060314034	-0.227957688518069	0.0119131060314034	0	0	0	0	0	0
FGD5||ARID4B	ARID4B	FGD5	-0.124106841187531	0.175018245033656	-0.124106841187531	0.175018245033656	-0.124106841187531	0.175018245033656	-0.111618423102717	0.222893198858655	-0.111618423102717	0.222893198858655	-0.111618423102717	0.222893198858655	0	0	0	0	0	0
FJX1||ARID4B	ARID4B	FJX1	-0.327133055738248	0.000249850242420684	-0.327133055738248	0.000249850242420684	-0.327133055738248	0.000249850242420684	-0.18850247681978	0.0383957213397554	-0.18850247681978	0.0383957213397554	-0.18850247681978	0.0383957213397554	0	0	0	0	0	0
FKBP10||ARID4B	ARID4B	FKBP10	-0.116108505129384	0.204715674555192	-0.116108505129384	0.204715674555192	-0.116108505129384	0.204715674555192	-0.0404318557094445	0.659709685074832	-0.0404318557094445	0.659709685074832	-0.0404318557094445	0.659709685074832	0	0	0	0	0	0
FKBP11||ARID4B	ARID4B	FKBP11	-0.233041692701952	0.0101004929991632	-0.233041692701952	0.0101004929991632	-0.233041692701952	0.0101004929991632	-0.141852379365494	0.120652956087714	-0.141852379365494	0.120652956087714	-0.141852379365494	0.120652956087714	0	0	0	0	0	0
FLT1||ARID4B	ARID4B	FLT1	0.00614864723512865	0.946634489376042	0.00614864723512865	0.946634489376042	0.00614864723512865	0.946634489376042	0.0542986578602752	0.554170688657389	0.0542986578602752	0.554170688657389	0.0542986578602752	0.554170688657389	0	0	0	0	0	0
FLT4||ARID4B	ARID4B	FLT4	-0.213244025596159	0.0188534912225912	-0.213244025596159	0.0188534912225912	-0.213244025596159	0.0188534912225912	-0.150553113081649	0.0992904562123157	-0.150553113081649	0.0992904562123157	-0.150553113081649	0.0992904562123157	0	0	0	0	0	0
FNDC1||ARID4B	ARID4B	FNDC1	-0.167980720167278	0.0655164590279281	-0.167980720167278	0.0655164590279281	-0.167980720167278	0.0655164590279281	-0.109311439207507	0.232663860653193	-0.109311439207507	0.232663860653193	-0.109311439207507	0.232663860653193	0	0	0	0	0	0
GABRD||ARID4B	ARID4B	GABRD	-0.230862474463278	0.0108454229837337	-0.230862474463278	0.0108454229837337	-0.230862474463278	0.0108454229837337	-0.184288295734052	0.0430221242846887	-0.184288295734052	0.0430221242846887	-0.184288295734052	0.0430221242846887	0	0	0	0	0	0
GGT5||ARID4B	ARID4B	GGT5	-0.35201316990918	7.51221108409402e-05	-0.35201316990918	7.51221108409402e-05	-0.35201316990918	7.51221108409402e-05	-0.291896212723353	0.001159828468911	-0.291896212723353	0.001159828468911	-0.291896212723353	0.001159828468911	0	0	0	0	0	0
GIPC3||ARID4B	ARID4B	GIPC3	-0.310923685874883	0.000518317837690621	-0.310923685874883	0.000518317837690621	-0.310923685874883	0.000518317837690621	-0.235701765528091	0.00925243691233648	-0.235701765528091	0.00925243691233648	-0.235701765528091	0.00925243691233648	0	0	0	0	0	0
GJC1||ARID4B	ARID4B	GJC1	-0.181691166468027	0.046098472457237	-0.181691166468027	0.046098472457237	-0.181691166468027	0.046098472457237	-0.0835729696962174	0.362107869934247	-0.0835729696962174	0.362107869934247	-0.0835729696962174	0.362107869934247	0	0	0	0	0	0.687767418083281
GPR176||ARID4B	ARID4B	GPR176	-0.112347859724427	0.219865065736091	-0.112347859724427	0.219865065736091	-0.112347859724427	0.219865065736091	-0.0613808835908121	0.503615231694519	-0.0613808835908121	0.503615231694519	-0.0613808835908121	0.503615231694519	0	0	0	0	0	0
GPR4||ARID4B	ARID4B	GPR4	-0.296280825754726	0.000967981353883282	-0.296280825754726	0.000967981353883282	-0.296280825754726	0.000967981353883282	-0.206737592256952	0.0228971938055756	-0.206737592256952	0.0228971938055756	-0.206737592256952	0.0228971938055756	0	0	0	0	0	0
GPRC5B||ARID4B	ARID4B	GPRC5B	-0.2689981967406	0.002850087426923	-0.2689981967406	0.002850087426923	-0.2689981967406	0.002850087426923	-0.136296818160264	0.136048618772063	-0.136296818160264	0.136048618772063	-0.136296818160264	0.136048618772063	0	0	0	0	0	0
GRAP||ARID4B	ARID4B	GRAP	-0.0800324808200162	0.382870220247408	-0.0800324808200162	0.382870220247408	-0.0800324808200162	0.382870220247408	0.0419694585903186	0.647618252660746	0.0419694585903186	0.647618252660746	0.0419694585903186	0.647618252660746	0	0	0	0	0	0
HHIPL1||ARID4B	ARID4B	HHIPL1	-0.274132120325717	0.00234495234555591	-0.274132120325717	0.00234495234555591	-0.274132120325717	0.00234495234555591	-0.269887802193537	0.00275608246088704	-0.269887802193537	0.00275608246088704	-0.269887802193537	0.00275608246088704	0	0	0	0	0	0
HIGD1B||ARID4B	ARID4B	HIGD1B	-0.20060218646525	0.0273702691900465	-0.20060218646525	0.0273702691900465	-0.20060218646525	0.0273702691900465	-0.159274620349539	0.0809861826994586	-0.159274620349539	0.0809861826994586	-0.159274620349539	0.0809861826994586	0	0	0	0	0	0
HSPA12B||ARID4B	ARID4B	HSPA12B	-0.230272816442505	0.0110550985946033	-0.230272816442505	0.0110550985946033	-0.230272816442505	0.0110550985946033	-0.199879080811224	0.0279434946292409	-0.199879080811224	0.0279434946292409	-0.199879080811224	0.0279434946292409	0	0	0	0	0	0
HTRA3||ARID4B	ARID4B	HTRA3	-0.25941502343908	0.00406202028940352	-0.25941502343908	0.00406202028940352	-0.25941502343908	0.00406202028940352	-0.174851560939768	0.0550847535074466	-0.174851560939768	0.0550847535074466	-0.174851560939768	0.0550847535074466	0	0	0	0	0	0
HYAL2||ARID4B	ARID4B	HYAL2	-0.290056318205033	0.00125020233910832	-0.290056318205033	0.00125020233910832	-0.290056318205033	0.00125020233910832	-0.116292815106649	0.203992966313673	-0.116292815106649	0.203992966313673	-0.116292815106649	0.203992966313673	0	0	0	0	0	0
IGFBP7||ARID4B	ARID4B	IGFBP7	-0.344625668827603	0.00010847745864764	-0.344625668827603	0.00010847745864764	-0.344625668827603	0.00010847745864764	-0.218635364513624	0.0159853919115477	-0.218635364513624	0.0159853919115477	-0.218635364513624	0.0159853919115477	0	0	0	0	0	0
ITGB5||ARID4B	ARID4B	ITGB5	-0.111594544192754	0.222992823801126	-0.111594544192754	0.222992823801126	-0.111594544192754	0.222992823801126	-0.078536771243603	0.391853567990255	-0.078536771243603	0.391853567990255	-0.078536771243603	0.391853567990255	0	0	0	0	0	0
KANK3||ARID4B	ARID4B	KANK3	-0.36637917451021	3.5806811380243e-05	-0.36637917451021	3.5806811380243e-05	-0.36637917451021	3.5806811380243e-05	-0.283425575298573	0.00163171008161711	-0.283425575298573	0.00163171008161711	-0.283425575298573	0.00163171008161711	0	0	0	0	0	0
KCNJ8||ARID4B	ARID4B	KCNJ8	-0.259827287748172	0.00400161490984776	-0.259827287748172	0.00400161490984776	-0.259827287748172	0.00400161490984776	-0.164833955153337	0.0708040264237183	-0.164833955153337	0.0708040264237183	-0.164833955153337	0.0708040264237183	0	0	0	0	0	0
KDELC1||ARID4B	ARID4B	KDELC1	-0.0673982400419383	0.462631339219615	-0.0673982400419383	0.462631339219615	-0.0673982400419383	0.462631339219615	-0.0172335539463077	0.851178239545188	-0.0172335539463077	0.851178239545188	-0.0172335539463077	0.851178239545188	0	0	0	0	0	0
KLHL4||ARID4B	ARID4B	KLHL4	-0.00768852076583035	0.933297276393293	-0.00768852076583035	0.933297276393293	-0.00768852076583035	0.933297276393293	0.166056984924348	0.0687093059211675	0.166056984924348	0.0687093059211675	0.166056984924348	0.0687093059211675	0	0	0	0	0	0
KRBOX1||ARID4B	ARID4B	KRBOX1	-0.0908740425784889	0.32154335298281	-0.0908740425784889	0.32154335298281	-0.0908740425784889	0.32154335298281	-0.0424608745875317	0.643772930709486	-0.0424608745875317	0.643772930709486	-0.0424608745875317	0.643772930709486	0	0	0	0	0	0
LAMP5||ARID4B	ARID4B	LAMP5	-0.145761343051873	0.110653191828342	-0.145761343051873	0.110653191828342	-0.145761343051873	0.110653191828342	-0.0570826636770752	0.534008291902658	-0.0570826636770752	0.534008291902658	-0.0570826636770752	0.534008291902658	0	0	0	0	0	0
LATS2||ARID4B	ARID4B	LATS2	-0.086497478897708	0.345493969205894	-0.086497478897708	0.345493969205894	-0.086497478897708	0.345493969205894	0.00555822759942826	0.951752376759935	0.00555822759942826	0.951752376759935	0.00555822759942826	0.951752376759935	0	0	0	0	0	0
LGMN||ARID4B	ARID4B	LGMN	-0.213624211734993	0.0186375923858794	-0.213624211734993	0.0186375923858794	-0.213624211734993	0.0186375923858794	-0.114784249238957	0.209962391584807	-0.114784249238957	0.209962391584807	-0.114784249238957	0.209962391584807	0	0	0	0	0	0
LHFP||ARID4B	ARID4B	LHFP	-0.255247703132655	0.00472007565627993	-0.255247703132655	0.00472007565627993	-0.255247703132655	0.00472007565627993	-0.116126650363436	0.20464444277774	-0.116126650363436	0.20464444277774	-0.116126650363436	0.20464444277774	0	0	0	0	0	0
LIMK1||ARID4B	ARID4B	LIMK1	0.0193121102122422	0.833474309207505	0.0193121102122422	0.833474309207505	0.0193121102122422	0.833474309207505	0.0853063312081788	0.352202002001021	0.0853063312081788	0.352202002001021	0.0853063312081788	0.352202002001021	0	0	0	0	0	0
LOX||ARID4B	ARID4B	LOX	-0.0727239119936817	0.427946910457152	-0.0727239119936817	0.427946910457152	-0.0727239119936817	0.427946910457152	0.00602224980821455	0.947729954336388	0.00602224980821455	0.947729954336388	0.00602224980821455	0.947729954336388	0	0	0	0	0	0
LRRC32||ARID4B	ARID4B	LRRC32	-0.294520884359198	0.00104120126787118	-0.294520884359198	0.00104120126787118	-0.294520884359198	0.00104120126787118	-0.142339400754645	0.119370280125329	-0.142339400754645	0.119370280125329	-0.142339400754645	0.119370280125329	0	0	0	0	0	0
LZTS1||ARID4B	ARID4B	LZTS1	-0.308186878442207	0.000583936498255187	-0.308186878442207	0.000583936498255187	-0.308186878442207	0.000583936498255187	-0.202168755091513	0.0261626859468883	-0.202168755091513	0.0261626859468883	-0.202168755091513	0.0261626859468883	0	0	0	0	0	0
MAGEH1||ARID4B	ARID4B	MAGEH1	-0.170602528463931	0.0613605455181135	-0.170602528463931	0.0613605455181135	-0.170602528463931	0.0613605455181135	-0.0822316834840223	0.369890156832136	-0.0822316834840223	0.369890156832136	-0.0822316834840223	0.369890156832136	0	0	0	0	0	0
MCAM||ARID4B	ARID4B	MCAM	-0.244566776584612	0.00686148428119476	-0.244566776584612	0.00686148428119476	-0.244566776584612	0.00686148428119476	-0.172971727990858	0.0577928377869548	-0.172971727990858	0.0577928377869548	-0.172971727990858	0.0577928377869548	0	0	0	0	0	0
MMP11||ARID4B	ARID4B	MMP11	-0.250241281428275	0.00563548804347295	-0.250241281428275	0.00563548804347295	-0.250241281428275	0.00563548804347295	-0.164596020837426	0.0712174908655347	-0.164596020837426	0.0712174908655347	-0.164596020837426	0.0712174908655347	0	0	0	0	0	0
MMRN2||ARID4B	ARID4B	MMRN2	-0.220254524872344	0.0152015746448296	-0.220254524872344	0.0152015746448296	-0.220254524872344	0.0152015746448296	-0.18555538243722	0.0415845757301451	-0.18555538243722	0.0415845757301451	-0.18555538243722	0.0415845757301451	0	0	0	0	0	0
MYCT1||ARID4B	ARID4B	MYCT1	-0.0559786331371553	0.541959984314369	-0.0559786331371553	0.541959984314369	-0.0559786331371553	0.541959984314369	0.0479477574025024	0.601495454007081	0.0479477574025024	0.601495454007081	0.0479477574025024	0.601495454007081	0	0	0	0	0	0
NAGA||ARID4B	ARID4B	NAGA	-0.261983861963853	0.00369856126936495	-0.261983861963853	0.00369856126936495	-0.261983861963853	0.00369856126936495	-0.173372578641206	0.0572063893420916	-0.173372578641206	0.0572063893420916	-0.173372578641206	0.0572063893420916	0	0	0	0	0	0
NAP1L3||ARID4B	ARID4B	NAP1L3	-0.122038433884573	0.182374811463123	-0.122038433884573	0.182374811463123	-0.122038433884573	0.182374811463123	-0.047744450672999	0.603039730239358	-0.047744450672999	0.603039730239358	-0.047744450672999	0.603039730239358	0	0	0	0	0	0
NES||ARID4B	ARID4B	NES	-0.170704932591024	0.0612026996941055	-0.170704932591024	0.0612026996941055	-0.170704932591024	0.0612026996941055	-0.145753348564167	0.11067296221428	-0.145753348564167	0.11067296221428	-0.145753348564167	0.11067296221428	0	0	0	0	0	0
